いち.いつ
かわ.がわ.そば
そく
てい

ぐう
たま
ぎ.か
いつわ
かたわ
ぼう
けつ
すぐ
さん
かさ
そな
び
もよう
さい
ごう
おご
さい

きず.いた
しょう
かたむ
けい
きん.ごん
わず
はたら
どう
ぞう

きょう

しもべ
ぼく
りょう

そう

ぎ

おく

じゅ

しょう
つぐな
ゆう.う
やさ
ちょ
もう
じょう.まこと
いん
げん.がん
もと
けい.きょう
あに
じゅう
あ
ちょう
きざ
きょう
おそ
さき.ま
せん
こう
ひか
こく
か
まぬか
めん
と.つ
うさぎ
じ.に.げい
こ.こ.っこ
なかま.むら
とう
とう.と
かぶと
にゅう.じゅ
い
まった
ぜん
や.や
はち
こう.く
おおやけ
ろく.りく
む.む
とも.とも
きょう
へい.ひょう
つわもの
そな
ぐ
てん.でん

けん
か
ない.だい
うち
えん
まる
さつ.さく
ふみ
さい.さ
ふたた
ぼう
おか
さい.しゅ
もっと
じょう

しゃ.じゃ
うつ
かんむり
かん
めい.みょう
くら
とう
ふゆ
ご.こ
さ
や
い
れい
つめ
せい.さい
さむ
じゅん

ちょう
しぼ
りょう
しの
とう
こお
きびし
りん
ぎょう
こ
ぼん.はん
およ
ところ.こ.お
しょ
いかのぼり.たこ

なぎ.な

かちどき.やわらぐ
がい.かい
きょう

とつ
でこ
おう
くぼ
しゅつ.すい
で
はこ.い
かん
かたな.そり
とう
は.やいば.き
じん.にん
ぶん.ふん.ぶ
わ
せつ.さい
き
がい.かい
か
かん

けい

れつ.れ

しょ
はじ
はん.ばん
わか
べつ
わか
り
き
とう
いた
せい

さつ
す
けん

せち.せつ.さつ

し
さ
こく
きざ
まい.そ
てい
のっと
そく
さく
けず
まえ.まえ
ぜん
ぼう

ごう

つるぎ
けん
ざい.すい.せい
かる.けず
はく.ほく
へ
せん
き
ふく

あまつさえ.あま
じょう
かつ
わ
そう.しょう
つく
ひょう
おびや
げき

りゅう.る
ころ
りょく.りき.りい
ちから
こう.く
いさお
くわ
か
れつ
おと
じょ
たす
つと
ど
こう.ごう.きょう
おびや
れい
はげ
ろう
こう
き
がい

けい
つよ
ぼつ.ほつ
おこ
ちょく
いまし
ゆう
いさ
べん
つと
どう
うご
かん

つと
む
しょう
か
つの
ぼ
せい.ぜい
いきお
きん.ごん
つと
かん.けん
すす
いさお
くん
しゃく

こう.く
かぎ.ま
もち.ぶつ.ぼつ
なか
もんめ.め

にお

ほう
つつ
さじ
ひ
か.け
ば
ほく
きた
さじ
し
しょう
たくみ
きょう.おう
すく
ひつ
ひき
く.おう.こう

い
かくま
とく
じゅう.じっ.じゅっ
とお.と
せん
ち
しょう
ます
うま
ご
はん
なか
いや
ひ
そつ.しゅつ
そっ
たく

きょう

なん.な
みなみ
ひとえ
たん
はく.ばく

せん
し
ぼう.もう
う
しるし.じるし.しる
いん
あぶ
き
そく
つ
きゃく
かえ
たまご
らん
しゃ
おろ
けい.きょう
きみ
やく

おおき
ぼう
りん

こう
あつ
げん
はら
しゅう.ず.ちゅ.ちゅう
くりや
えん.おん.あん.おう.ゆう.よう
いや.あ
げん.ごん
おごそ
きょ.こ
さ
さん.しん
まい
また.また.また
ゆう
さ.しゃ.さい
また
きゅう
およ
ゆう
とも
ふた.たぐい.ならぶ.ふたつ
そう
はん.ほん.たん.ほ
そ
しゅう
おさ
しゅく

しゅ
と
じゅ
う
じょ
つい
はん.ほん
そむ
えい
あき
くさむら.むら
そう.す
こう.く
くち
ふる
こ
く

こう
たた
ただ
し
きょう
さけ
しょう
め
か.こく
べ
うてな.われ.つかさ
だい.たい
しつ.しち
しか
し

う.ゆう
みぎ
きょう
かな
ごう
さけ
つかさど
し
きつ
ども
おのおの
かく
ごう.がっ.かっ
あ
きち.きつ
よし
ちょう
つ
とう.どう.すん
いんち
どう
おな
めい.みょう
な.な
こう.ご
きさき
り

と
は
こう
む
きみ.ぎみ
くん
ぎん

はい.べい
ほえ
いな.いや
ひ
がん
ふく
きゅう
す
すい
ふ
くちわき.くちさき
ふん.ぶん
われ.わが.あ
ご
ろ.りょ
せぼね
ほう
ほけ
てい

ご
く
こく
つ
ふいいと
しゃく
とん.どん
の
しゅう
まわ
じゅ.しゅ.しゅう.ず
まじな
あじ.あじ
み
こ
よ
めい.みょう
いのち
わ.お.か
やわ
きゅう.こう
とが
しょう
さ
かい.がい
せ
いん.えん.えつ
むせ
あい
あわ
ひん.ほん
しな
かな.や
さい
いん

しょう
みはり
まいる
り
さとい.あきらか
てつ
はぐく
ほ
うた.うた
ばい
そそ
さ
くちびる
しん
とう
から
あ.あく
おし
ゆい.い
ただ
しょう
とな
つば.つばき
だ.た
たく.つく.とく
ついば
しょう
あきな
もん
と
けい
ひら
ぜん
よ
こう
のど
ちょう.とう
しゃべ
かん
わめ
よろこ
き
かつ

やかま
けん
たと
ゆ
そう
も
きつ
の
く

いとな
えい
きゅう
か
し

たん
なげ
よみ
か
おう.く
は
しょう.じょう
かつ
きょ.こ
うそ.ふ
かまびす
か.け
しょく
ちょう.とう
あざけ
うわさ
そん
そう.しょう.そ
かまびす
こう.ごう
か
ふん
ふ
うつわ
き
とん

はなし

かく
おど
のう.どう
ふくろ
しょう
ささや
しゅう
とら
よ.よ
し
かい.え
まわ
いん
よ
かたまり.まる
だん.とん
こん
こま
かこ
い
え.はか
ず.と
かた
こ
こく
くに
はたけ.にわ
ほ.ふ
こく
くに
けん
かこ
えん
その
ど.と
つち
あつ.えん.おう
お
ざい
あ
けい.け

ち.じ

はん
さか
きん
なら
ぼう.ぼっ

ざ.さ
すわ
こう

つち.ひつじさる
こん
たいら
たん
へい
つぼ
すい
た
かた.がた
けい
あか.はじ
こう.く
えん
かき
じょう.せい
しろ
まい
う
や.しょ
の
いき

つか.はとば
ふ.ほ
はに.へな
しょく
しつ.しゅう
と
つちか
ばい
もと.もとい
き
さき.さい.みさき
き
くつ
ほり
どう

けん
かた
たい.つい
うずたか
だ
お
つつみ
てい
かん.たん
た
せき.せ
えん
ほう
むく
じょう.ちょう
ば
かき
と
へい.べい

るい.らい.すい
とりで
かたまり.つちくれ
かい.け
でく
そ
とう

と
ぬ
つか.づか
ちょう
そく.さい
ふさ
えん
しお
てん.ちん
は
ちん.じん
ちり.ごみ
じゅく

きょう.けい
さかい
はか
ぼ
ぞう
ま
つい
お
ふん

こん
は
へき
かべ
だん.たん

かい.え
こわ
じょう
つち
こう.ごう
ほり
さむらい
し
さかん
そう
せい.しょう
こえ.こわ
いち.いつ
ひとつ
ばい
う
つぼ
こ
じゅ.す.しゅう
ことぶき.ことぶ
へん
か
か.が.げ
なつ
せき
ゆう
そと.ほか.はず
がい.げ
つとに.はやい
しゅく
おお
た
よ.よる
や
ゆめ.ゆめ
む.ぼう
おびただ
か.わ
だい.たい
おお.おお
あまつ.あめ.あま
てん
たい.た
ふと
ふ.ふう.ぶ
おっと.それ
おう

うしな
しつ
えびす.えみし.ころ
い
えん
おお
き
く
いかん.からなし
な.ない.だい
ほう.ぶ
たてまつ
けい.き

そう
かな
けい
ちぎ
ほん
はし
とう
かさ
おく.おく
おう
しょう.そう
すす
だつ
うば
ふん
ふる
じょ.にょ.にょう
おんな.め
やつ.やっこ
ど
こう
この
じょ.にょ
ごと
きさき
ひ
もう.ぼう
みだ
にん.じん
はら
わざおぎ.うたいめ
ぎ.き
よう
あや
みょう.びょう
たえ
だ

さまた
ぼう
と.つ
ねた
いもうと
まい
さい
つま
めかけ.そばめ.わらわ
しょう
あね.はは
し
はじ
し
あね.ねえさん
そ.しゃ
しゅうとめ.しゅうと.おば.しばらく
こ
せい.しょう

ゆだ
い
ぼ.も
うば
かん.けん
かん
てつ.ちつ.じち.いつ.いち
めい.おい
ひめ.ひめ
き
いん

すがた
し
おど
い
あ.あい.わ
うつく
むすめ.こ
じょう
しん

ご

あそびめ
しょう
ばば.ばあ
ば
うつく
えん
こん

はしため
ひ
よめ
ふ
せい
むこ
なこうど
ばい
えん
ひめ
よめ.とつ
か
しつ
そね
けん.げん
きら
ちゃく.てき

うれ
き
なまめか
きょう
じょう
むすめ
じゅ
よわ
えい
ふ
し.す.つ
こ.こ.ね
こう.く
あな
よう
はら
あざ.あざな.な
じ
そん.ぞん
ながら
つと
し
こう.きょう

き

こ

がく
まな
そん
まご
たく

う

しゅ.す
まも
あん
やす
そう

かん

にく.じく
しし
こう
ひろ
しゅう.そう
むね
かん

ちゅう

てい.じょう
さだ
えん
あ
よろ
ぎ
たから
ほう
じつ.しつ
み.みの
きゃく.かく

のたま
せん
しつ
むろ
ゆう
なだ
きゅう.ぐう.く.くう
みや
さい

がい

うたげ
えん
しょう
よい
いえ.や.うち
か.け
よう
い
やど.やど
しゅく
じゃく.せき
さび.さび
き
よ
いん
とら
みつ
ひそ
ふ.ふう
と
かん
さむ
ぐう.ぐ.どう
ぐう
くつろ
かん
しん
ね
さつ

か

ねい
むし
つまび
しん
りょう

ちょう
めぐ
すん

てら
じ
あいて.こた
たい.つい
じゅ.す.しゅう
ことぶき.ことぶ
ふう.ほう

もっぱ
せん
しょう.そう
まさ
しゃ
い
い.じょう

たっと
そん
じん
たず
みちび
どう
しょう
ちい
しょう
すく
せん
とが
しょう
なお
もっと
ゆう
ぎょう
たか
しゅう.じゅ
つ
しゃく

こう
しり
あま
に
じん.さん
つ
び
お
ゆばり.いばり.しと
にょう
きょく
つぼね
へ.おなら
ひ
きょ.こ
い
くつ
かが
かい
とど
おく
や
しかばね
し
へい.びょう
おお
くず.いさぎよ
せつ
てん

さかん.つく.やから
ぞく.しょく
と.ちょ
ほふ
しばしば
る
そう

り
は
たむろ
とん
さん.せん
やま
き.ぎ

こう
おか
がん
いわ
みさき
こう
がく
たけ
がん
きし
とうげ

きょう.こう
はざま
みね.ね
ほう
みね.ね
ほう
とう
しま
しゅん
けわ
すう
あが
さき.さい.みさき
き
がけ.きし.はて
がい.げ.ぎ
りょう

ほう
くず
かん
は
あらし
らん
すう.しゅう
かさ.かさ
とう
しま
れい.りょう
みね
がく
たけ
せん
かわ
しゅう.す
す
す.す
そう
こう.く.ぐ

さ.しゃ
ひだり
こう
たく
きょ

みこ.かんなぎ
ふ
さ
おのれ.つちのと.な
こ.き
い
や
し
み
ともえ.うずまき
は
かん.けん
ま
きん.ふく
おお
いち
し
ぬの
ふ
はん
ほ
き.け
まれ
ちょう.じょう
かきもの
みかど
てい
すい

いくさ
し
むしろ
せき
たい
お
かえ
き
ちょう
とばり
つね.とこ
じょう
ずきん.おお
ぼう.もう
ふく
はば
ほろ.とばり
こう
まく.ばく
とばり
のぼり
し
まん.はん.ばん.ほん
はた
へい
ぬさ
かん
ほ
へい.びょう.ひょう
たい
ねん
とし
さいわ
こう
かん
みき
まぼろし
げん
おさな
よう
ゆう
ふか
いく.いく
き
ちょう.てい
やくしょ
こう
ひろ
しょう.そ.そう.ほう

ひさし.おお
ひ
とこ.ゆか
しょう
じょ
つい
てい
そこ
くりや
ほう
みせ.たな
てん
ふ

ど.と.たく
たび.た
すわ
ざ
こ.く
くら
てい
にわ
いおり.いお
あん
しょ

こう

よう

はい
すた
ろう

れん

くるわ.とりで
かく
たまや.みたまや.やしろ
びょう.みょう
えん
の
てい

けん.こん
た
かい.え
まわ
じゅう.にゅう
にじゅう
かんむり.わきま
べん.へん
ろう.る
いじく
へい

しき

に.じ
ふた
きゅう
ゆみ
ちょう
とむら
いん
ひ
こう.ぐ
ひろ
ち.し
たる
てい.だい.で
おとうと
や.いや.いよ
み.び
げん
つる
こ

じゃく
よわ
ちょう
は
きょう.ごう
つよ
だん.たん
ひ
きょう.ごう
つよ
とう
あ
すい.え.けい.せい
ほうき
はりねずみ
い
かた.がた.かたち.なり
けい.ぎょう
げん
ひこ
いろど
さい
ちょう
ほ
ひん.ふん
うるわ
しょう

えい
かげ
やく.えき

かれ.かの.か
ひ
おう
い
せい

みち.こみち.さしわたし.ただちに
けい
たい
ま
りつ.りち.れつ

のち.うし
ご.こう
おもむ
じょ
いたずら.あだ
と
じゅう.しょう.じゅ
したが
とく
え
おん.お.み
ぎょ.ご
ふく
また
じゅん

かす
び
とく

ちょう.ち
しるし
てつ

こころ.ごころ
しん
かなら
ひつ
き
い
にん
しの
しりんぐ.こころざ
し
ぼう
わす
ぼう.もう
いそが
おう.よう.のう
あた
ちゅう

こころよ
かい
ねん

たちま
こつ
ど.ぬ
いか
ふ.ほ
こわ
れい.れん.りょう
あわ
おも
し
おこた
たい
きゅう
いそ
せい.しょう
さが
えん.おん.うん
うら
かい.け
あや
きょう.こう
ひる
れん
こ
きょう
おそ
つね.つねに
こう
じょ.しょ
ゆる
かい.け
ひろ
ほしいまま
し
ち
は
こん
うら
おん

うやうや
きょう
そく
いき
こう.かっ.ちょう.きょう
あたか
けい.え
めぐ
しつ.しち
つ
てい.だい

かい
く
しゅん.せん
あらた
さと
ご
ゆう

わずら
かん
よろこ
えつ
のう
なや
あく.お
わる
かな
ひ
もん
もだ
とう
いた
じょう.せい
なさ
しゅん.じゅん.とん
あつ
わく
まど
こつ
ほけ
せき
お
い.ゆい
おも
そう
すべ
く.ぐ
おそ
さん.ざん
みじ
だ

そう.そ
おも
じゃく.じゃ
ひ
しゅう
うれ
いよいよ.まさ
ゆ
たの
ゆ
い

おろ
ぐ
あい
いと
かん

がい

りつ
ふる
いつく
じ
たい
わざ
こう
あわ
つつし
しん
した
ぼ
まん

かん
な
けい.え
さとい
おもんぱく
りょ
なぐさ
い
よろこ
けい
よく

ゆう
うれ
ぞう
にく
れん
あわ
ひょう
つ
いきどお
ふん
しょう.とう.どう
あこが
けい
いこ
あこが
けい
けん

おく

かん
うら
ねんご
こん
ふところ.なつ
かい.え
ちょう
こ
けん.け
か
ざん.さん
くい
せい.じょう
な
われ.わ.わ
が
いまし
かい
わく.こく.いき
あ
そく.せき
いた
いくさ.たたか
せん
せつ.さい
き
ぎ.げ
たわむ
いただ
たい
こ
と
れい
もど
ぼう
ふさ
ところ.ところ.どころ.とこ
しょ
おうぎ
せん
とびら
ひ
て.て.て.た
しゅ.ず
さい

だ.だあす
う
ふつ.ひつ.ほつ
はら
たく
ふん.はん.へん
ふん
そう.きゅう
あつか
たす
ふ
ひ

しょう.じょう
うけたまわ
わざ
ぎ
しょう

けつ
えぐ
は.わ

よく
おさ
とう
な
あらが
こう
せつ.しゃく
お
ばつ.はつ.はい
ぬ
たく
えら
ひ

ほう
だ
てい

まつ

おう
お
ちゅう
ひき
たん
かつ
らつ.ら.ろう
らっ
はく.ひょう

かい

きょ.ご
こば
たく
ひら
こう
かか
つたな
せつ
しょう
まね
はい
おが
きょ.こ
よ
かく.こう
ひろ
かつ
くく
しょく.しき
ぬぐ
けん.げん
こぶし
さつ
せま
ごう

しゅう.じゅう
ひろ
じ
も
ゆび.さ
し
あん
おさ
ちょう
いど
きょ
あ
きょう.しょう
はさ
あい
ひら
ざ.さ
くじ
しん
ふ
ちょう.てい
ぬ
ばん
ひ
そう
さ
そく.さく
とら
はつ.はち.べつ
さば
ねつ.てつ.ねち
こ
ほ
と
ちょく.ほ
はかど
そう.しゅ.しゅう
さが
ほう
ささ
しゃ
す
きょ
す
しょう.そう
はや
なつ.だつ
さ
ねん.じょう
ね
そう.しゅ
は
じゅ
さず
てのひら.たなごころ
しょう
はい

くつ
ほ
かい.けい
か
さい
と
たん
さぐ
せつ.しょう
つ
こう
ひか
すい
お
えん
おお
そ
お
かく
つか
そう
か
けい
かか
せん
そろ
びょう
えが
てい.ちょう.だい
さ
いつ.ゆ.しゅう.ゆう

よう
あ
かん
か
あく
にぎ
ふる
き
えん

よう
ゆ
そん
そこ
はん

とう

たずさ
けい
さく
しぼ
せつ.しょう
おさ
てき
つ
ま
いた
し
しょう.しゅう.ろう
す
げき
う
さん.さつ
ま
ねん
よ
どう.とう.しゅ
つ
てつ

ぶ.ふ
な
は.ばん.はん
ま
さつ
と
さん.せん
せん
ぼく

よう

みさお.あやつ
そう.さん
てき.たく
ぬ
さつ
す
まが
ぎ
じょう
みだ
ささ
し
あらた
かい
こう
せ
ほう
はな
まつりごと.まん
せい.しょう
ゆえ.ふる
こ
さとい
びん
きゅう
すく
はい
やぶ
きょう
おし
かん
あ
さん
ち
とん.たい.だん.ちょう
あつ
けい.きょう
うやま
すう.す.さく.そく.しゅ
かず.かぞ
ととの
せい
かたき.あだ.かな
てき
ふ
し
ぶん.もん
ふみ.あや
せい.さい
そろ
とき.つつし
さい
ひ.い

ふ.まだら
はん
と.とう

りょう

しゃ
なな
あつ.かん.わつ
めぐ
きん

しりぞ
せき
おの
ふ
ざん.さん.せん.ぜん
き
だん
た
か.こう.か
し
あたら
しん
かた.かた.がた
ほう
お.よ
おい
し.せ
ほどこ
りょ
たび
せん
め
ぞく

はた
き
すで
き
にち.じつ
ひ.び.か
たん.だん
あき
きゅう
ふる
むね.うま
し
そう.さっ
はや
じゅん.しゅん

きょく
あさひ
ひでり
かん
おう.きょう.ごう
かがや
こう.ごう
あ
こん

しょう
のぼ
しょう
さかん
めい.みょう.みん
あ
こん
くら
えき.い
やさ
せき.しゃく
むかし
せい.しょう
ほし.ぼし
えい
うつ
しゅん
はる
まい.ばい
くら
さく

しょう

これ.この.ここ
ぜ.し
こう.ぼう
すばる
ちゅう
ひる
とき.どき
じ
あきらか
こう
しん
すす
あん
おそ
さい.し
さら
せい.じょう
あきらか
つごもり.くら
かい
あした.とき.あさ
しん
ばん

かつ.かつて.すなわち
そう.そ.ぞう
あまね
ふ
けい

せい
は
しょう

ち

ぎょう.きょう
あかつき.さと
しょ
あつ
ひま.いとま
か
うん
ぼか
かが
き
だん.のん
あたた
あん
くら
めい.みょう
くら
ちょう
のび
れき.りゃく
こよみ
しばら
ざん
ぼ
く
ぼう.ばく
あば
どん
くも
あい
くら
あけぼの
しょ
よう

ばく.ほく.ぼく
さら
えつ
いわ
きょく
ま
えい
ひ
さら.さら
こう
しょ
か
そう.ぞう

まん.ばん
なが
たい
か
げつ.がつ
つき
ゆう.う
あ
ほう
とも
ふく

ついたち
さく
ちん

ろう
ほが
ぼう.もう
のぞ
ちょう
あさ
き.ご

ぼく.もく
き.こ
み.び
いま
まつ.ばつ
すえ
ほん
もと
さつ
ふだ
しゅ
あけ
ほう.ほお.えのき
ぼく
つくえ
き
きゅう
く
さん
すぎ
すもも
り
きょう.あん.こう
あんず
ざい

そん
むら
しゃく.ちょう.てき.ひょう
ひしゃく
じょう
つえ
と.とう.ず
もり.ふさ
たば.たば
そく
じょう.ちょう.でき
えだ.すじ
らい.たい
く
こう
くい
さかずき
はい
ひがし
とう
しょ.そ
きね
つか
は
しょう
まつ
はん.ばん
いた
び.ひ

せき

ちん.しん
まくら
はやし
りん
まい.ばい

か
は
えだ
し
わく

とぼそ.からくり
すう.しゅ
こ
か
か
がら.え.つか
へい
しゅ.しゅう
ひいらぎ
はく.ひゃく.びゃく
かしわ
それがし.なにがし
ぼう
こん.かん

せん
そ
じゅう.にゅう
やわ
そ.つげ.やまぐわ
しゃ.じゃく
ゆ.ゆう.じく
ゆず
ちゅう
はしら
りゅう
やなぎ
さい.し
しば
さく.さん
しがら
さ

まさ.まさめ.まさき

かき
し
つが.とが

とち

えい.よう
さか
せん

せい
す
くり.おののく
りつ.り
しおり
かん
こう.きょう

しゅ
かぶ
かく

ね.ね
こん
かく.こう.きゃく.ごう

さい

こう
けた
かつら
けい
とう
もも
つくえ
あん
とう.どう
きり
そう
くわ
きつ.けつ

おう.よう
さくら
さん.せん
かけはし
ひのき.ひ
かい
よう.とう
おけ
はり.うつばり.うちばり.やな.はし
りょう
ばい
うめ
あずさ
し
ふさぐ.やまにれ.おおむね
こう.きょう
ふくろう
きょう
こずえ.くすのき
しょう
あおぎり
ご
なし
り
てい.たい
はしご
かい
かせ
こん
こう
ぼん.ふう

かじ.こずえ
び
き
す
めん
わた
き
ご
ぼう

いばら.とげ
きょく
たな.だな
ほう
むね.むな
とう
しん
もり
せい
す
かん

わん
はち
い

りょう
むく
しょく
う
つい.すい
つち.う
すぎ

けん
しら
やし
や
ちん.ちゅん
つばき
やなぎ
よう
かえで
ふう
だ.た

なん.だん.ぜん.ねん
くす.くすのき
しゅう.ゆう
なら
ぎょう.ごう
わざ
じゅん
たて
きょく.ごく
きわ
かい

たかどの
ろう
がく.らく.ごう
たの
おおむ
がい
さかき

えのき
か
はしばみ.はり
しん.はん
はん
たら
こう
かま
つい
つち
そう.しょう
やり
よう.しょう
さま.さん
まき.こずえ
てん.しん
つき
き
そう
ふね
ひ.とい
とう
しきみ.じんこう
みつ
おおち.おうち
ちょ
しるべ.しるし
ひょう
も.ぼ

おもり.かり.はか
けん.ごん
おう
よこ
かし

しょう
きこ
じゅ
き
かば.かんば
か
そん
たる
きょう.ぜい.せい
そり.かんじき
きょう
はし
たちばな
きつ
はた
き
かし.もちのき
きょう
だん.たん
まゆみ
きん.ごん.ご

ひのき.ひ
かい
やぐら.おおだて
ろ
くし.くしけず
しつ
てすり
らん
けつ.けん
か
じ.し
つ
きん.ごん.こん
よろこ
おう
うた
よく
ほっ
あざむ
ぎ
かん

うた.うた
か
たん
なげ
よろこ
かん
し
と
せい.しょう
ただ
これ.この.ここ
し
たけ.たけ
ぶ.む
ほ.ぶ.ふ
ある
わい.え
いが
よわい.は.よわ
し
とし.とせ.よわい
さい.せい
れき.れっき

し
ほとほと.ほとん
たい.さい
じゅん

しゅ
こと
ざん.さん
のこ
しょく
ふ
おう
なぐ
だん.たん

さつ.さい.せつ
ころ
かく.こく.ばい
から.がら
でん.てん
との.どの
こぼ
き
き.ぎ
つよ
はは.も
ぼ
ごと.ごと
まい
どく

くら
ひ
もう
け
いが.まり
きゅう
うじ.うじ
し
みん
たみ
き.け
いき
みず.みず
すい
こおり.ひ.こお
ひょう
えい
なが
はん
ひろ
みぎわ.なぎさ
てい
しる.しる.つゆ
じゅう
きゅう.ぐ
もと
はん.ぶ.ふう.ほう.ほん
ただよ
しお.うしお.せい
せき
かん
あせ
けが
お
なんじ.なれ.い.うぬ.いまし.し.しゃ.な.なむち.まし.みまし
じょ
こう
え
いけ
ち
た.たい
おご
きゅう
く
けつ
き
き

よう.よく.おく
そそ
ちん.じん
しず
とん
くら
もく
おき.おきつ.ちゅう
ちゅう
すな.よなげる
さ.しゃ
ぼつ.もつ
おぼ
さわ.うるお
たく
あわ.しぶき.つばき
まつ.ばつ
かわ
か
ふつ
わ
ゆ.ゆう
あぶら
じ.ち
おさ
しょう
ぬま
えん
そ
きょう
まし
いずみ
せん
はく
と
ひつ.ひ

ほう.はっ.ほっ.ふらん
のり
ほう
あわ
なみ
は
きゅう
な
でい.ない.で.に
どろ.なず
ちゅう
そそ
るい.れい
なみだ
たい

えい
およ
よう

しゃ.そん.さい.せん.せい
すす
せん
あら
らく

どう
ほら
しん
つ
えい.せつ
も
こう

しゅう.す
しま
じゅん.しゅん
の
こう

かつ
い
は

りゅう.る
なが
じょう.せい
きよ
せん
あさ
ひん
はま
うら
ほ
おおき
こう
ろう

かいり.のっと
り
ふ
う
よく
あ
かい
うみ
しん
ひた
ねつ.でつ
そ
しょう
き
とく.とう
けが
るい.れい
なみだ
がい
はて
えき

りょう
すず
てん.でん
よど
りん
さび
しゅく
しと
たん
あわ
いん
ひた
しん
ふか
じゅん.しゅん
あつ
えん.かく.こう
ふち.かた
こん
ま
てん
そ
せい.しょう.しん
きよ
かつ
かわ
さい.せい
す
しょう
わた
じゅう.しゅう
しぶ.しぶ
たに.たにがわ
けい
えん.かく.こう
ふち.かた
なぎさ
しょ
げん
へ
わた
と
あく
あつ
うず
か
あたた
おん
そく
はか
みなと
こう
こん
すべ
みなと.あつ
そう
みずうみ
こ
たん.ちん.じん.せん
しず
ゆう.よう.ゆ
わ
とう
ゆ
いりえ
わん
しつ.しゅう
しめ
まん.ばん
み
はつ
も
じ.し

たい.てい
とどこお
みなもと
げん
じゅん
りゅう
た
こう
みぞ
いつ
こぼ
よう
と
でき.じょう.にょう
いばり.おぼ
めつ
ほろ
こう
ひろ
かつ.こつ
すべ
ろう.そう
たき
しん
し
しずく.したた
てき
ぎょ.りょう
あさ
ひょう
ただよ
うるし
しつ
ろく
こ
ろう
も
えん

そう
こ
ばく

かん

みだり
まん
し
つ
そう.しゅう.す
くちすす
ようや
ぜん
かん
そそ
いさぎよ
けつ
せん
ひそ
かた.がた
せき
じゅん
うるお
しお.うしお
ちょう
かい.え
つぶ
