これは本だ・です。	This is a book.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
コンサートは八時からだ・です。	The concert is from eight o'clock.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
あの人は先生だ。	That person is a teacher.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
私はジョーンズです。	I am Jones.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
授業は四時までです。	My classes are till four o'clock.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
今度の試合はワシントン大学とだ。	The next game is against the University of Washington.<br>- Grammar point: は～だ (Structure)<br>- Someone or something is/was someone or something or is/was in some state, or will do/does/did something.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/1.md
雨が降っている・います。	Rain is falling.<br>- Grammar point: が (1) (Particle)<br>- A particle which indicates the subject.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/2.md
私の部屋にはステレオがあります。	There is a stereo in my room.<br>- Grammar point: が (1) (Particle)<br>- A particle which indicates the subject.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/2.md
あ、のり子が走っている。	Oh, Noriko is running.<br>- Grammar point: が (1) (Particle)<br>- A particle which indicates the subject.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/2.md
A:このレストランは何が美味しいですか。B:ステーキが美味しいです。	A: What is good in this restaurant? B: Steak is good.<br>- Grammar point: が (1) (Particle)<br>- A particle which indicates the subject.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/2.md
坂本さんは煙草を吸わない・吸いませんね。	Mr. Sakamoto doesn't smoke, does he? / Mr. Sakamoto, you don't &nbsp;smoke, do you?<br>- Grammar point: ね (Particle)<br>- A sentence final particle that indicates the speaker’s request for confirmation or agreement from the hearer about some shared knowledge.<br>- Equivalent: English tag question (such as isn’t it?; is it?; don’t you?; do you?); you know	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/3.md
A:今日はいい天気ですね。B:本当にそうですね。	A: Today is a fine day, isn't it? &nbsp; B: Isn't it!<br>- Grammar point: ね (Particle)<br>- A sentence final particle that indicates the speaker’s request for confirmation or agreement from the hearer about some shared knowledge.<br>- Equivalent: English tag question (such as isn’t it?; is it?; don’t you?; do you?); you know	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/3.md
あなたは学生ですね。	You are a student, aren't you?<br>- Grammar point: ね (Particle)<br>- A sentence final particle that indicates the speaker’s request for confirmation or agreement from the hearer about some shared knowledge.<br>- Equivalent: English tag question (such as isn’t it?; is it?; don’t you?; do you?); you know	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/3.md
パーティーにいらっしゃいますね。	You are going to the party, aren't you?<br>- Grammar point: ね (Particle)<br>- A sentence final particle that indicates the speaker’s request for confirmation or agreement from the hearer about some shared knowledge.<br>- Equivalent: English tag question (such as isn’t it?; is it?; don’t you?; do you?); you know	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/3.md
私も明日のパーティーに行くわ。	I'll go to tomorrow's party, too.<br>- Grammar point: わ (2) (Particle)<br>- A sentence final particle used in weak assertive or volitional sentences by a female speaker.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/4.md
大木さんはもう帰りましたわ。	Mr. Ooki has already gone home.<br>- Grammar point: わ (2) (Particle)<br>- A sentence final particle used in weak assertive or volitional sentences by a female speaker.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/4.md
久子はまだ学生ですわ。	Hisako is still a student.<br>- Grammar point: わ (2) (Particle)<br>- A sentence final particle used in weak assertive or volitional sentences by a female speaker.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/4.md
この部屋は小さいわ。	This room is small.<br>- Grammar point: わ (2) (Particle)<br>- A sentence final particle used in weak assertive or volitional sentences by a female speaker.	https://github.com/jihadichan/jp/tree/master/ubersentences/grammarguide/items/4.md
