"「ケンは忙しいですか」「はい」"	"'Is Ken busy?' 'Yes, he is.'<br>Grammar Item: です"	"Grammar Item: です<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=535<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7%E3%81%99"
"「ケーキはお好きですか」「はい、好きです」"	"'Do you like cake?' 'Yes, I do.'<br>Grammar Item: です"	"Grammar Item: です<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=535<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7%E3%81%99"
"「ゲティスバーグ演説」は簡潔スピーチです。"	"'The Gettysburg Address' is a concise speech.<br>Grammar Item: です"	"Grammar Item: です<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=535<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7%E3%81%99"
"「あなたの家はどこですか」「それは向こうです」"	"'Where is your house?' 'It is over there.'<br>Grammar Item: です"	"Grammar Item: です<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=535<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7%E3%81%99"
"「いつ戻りますか」「天候次第です」"	"'When will you be back?' 'It all depends on the weather.'<br>Grammar Item: で"	"Grammar Item: で<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=537<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7"
"「あなた達は学生ですか」「はい、そうです」"	"'Are you students?' 'Yes, we are.'<br>Grammar Item: で"	"Grammar Item: で<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=537<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7"
"「あの本がほしい」と彼は心の中で思いました。"	"'I want that book', he said to himself.<br>Grammar Item: で"	"Grammar Item: で<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=537<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%A7"
"ああフランスへ行きたい。"	"Oh, I do wish I could go to France.<br>Grammar Item: に/へ"	"Grammar Item: に/へ<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=538<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%AB%E3%81%B8"
"あっちへ行きな、ぼうや。"	"Out of my way, boy.<br>Grammar Item: に/へ"	"Grammar Item: に/へ<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=538<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%AB%E3%81%B8"
"２人ともたいへん興奮している。"	"They are both very excited.<br>Grammar Item: に/へ"	"Grammar Item: に/へ<br>Source: http://www.tanos.co.uk/jlpt/skills/grammar/sentences/?grammarid=538<br>Grammar Info: https://www.kanshudo.com/grammar/%E3%81%AB%E3%81%B8"
